player_name,club_name,position_name,role,cluster,market_value,market_value_numeric,goals_per_90,expected_goals_per_90,threat,assists_per_90,expected_assists_per_90,creativity,expected_goal_involvements_per_90,influence,tackles_per_90,recoveries_per_90,clearances_blocks_interceptions_per_90,defensive_contribution_per_90
Michael Keane,Everton,DEF,Defensive Core Players,1,€1.00m,1.0,0.10432766615146831,0.08,299.0,0.0347758887171561,0.02,47.4,0.1,770.4,1.2867078825347757,3.025502318392581,9.215610510046368,10.5
Axel Tuanzebe,Burnley,DEF,Defensive Core Players,1,€1.00m,1.0,0.07493755203996669,0.05,52.0,0.0,0.01,11.1,0.06,276.4,1.0491257285595337,2.9975020815986677,7.943380516236469,8.99
Lewis Dunk,Brighton & Hove Albion,DEF,Defensive Core Players,1,€1.50m,1.5,0.031723651744800845,0.06,210.0,0.031723651744800845,0.02,125.5,0.08,649.6,1.1103278110680297,4.282692985548114,6.217835741980966,7.33
Justin Devenny,Crystal Palace,MID,Defensive Core Players,1,€1.50m,1.5,0.11464968152866244,0.27,168.0,0.0,0.04,101.8,0.31,115.0,2.8662420382165608,3.8980891719745228,1.4904458598726116,8.25
Ross Barkley,Aston Villa,MID,Attacking Creators & Finishers,0,€1.50m,1.5,0.31990521327014215,0.17,191.0,0.21327014218009477,0.13,162.3,0.3,227.8,1.4928909952606635,4.798578199052132,1.599526066350711,7.89
Lyle Foster,Burnley,FWD,Defensive Core Players,1,€1.50m,1.5,0.19838354151359294,0.21,262.0,0.1322556943423953,0.02,147.0,0.23,219.0,1.0580455547391625,2.7773695811903014,1.7854518736223366,5.62
Lamare Bogarde,Aston Villa,DEF,Defensive Core Players,1,€1.70m,1.7,0.0,0.0,14.0,0.0,0.02,59.4,0.02,133.0,2.2456813819577737,3.7140115163147795,2.9366602687140118,5.18
Sam Johnstone,Wolverhampton Wanderers,GKP,Goalkeepers,2,€1.80m,1.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,308.0,0.16666666666666666,8.916666666666666,2.0,0.0
Lewis Cook,AFC Bournemouth,MID,Defensive Core Players,1,€10.00m,10.0,0.0,0.01,12.0,0.10321100917431193,0.05,183.8,0.06,206.8,2.5802752293577984,6.39908256880734,5.779816513761468,14.76
Taiwo Awoniyi,Nottingham Forest,FWD,Attacking Creators & Finishers,0,€10.00m,10.0,0.75,0.69,235.0,0.375,0.14,79.0,0.83,177.2,0.375,3.375,1.125,4.88
Emiliano Buendía,Aston Villa,MID,Attacking Creators & Finishers,0,€10.00m,10.0,0.3080433542498574,0.17,398.0,0.1026811180832858,0.11,402.1,0.28,427.0,2.515687393040502,5.5961209355390755,2.002281802624073,10.11
Konstantinos Mavropanos,West Ham United,DEF,Defensive Core Players,1,€10.00m,10.0,0.1066350710900474,0.09,294.0,0.0,0.02,66.6,0.11,777.2,1.4218009478672986,3.661137440758294,9.703791469194313,11.13
Ryan Sessegnon,Fulham,MID,Defensive Core Players,1,€10.00m,10.0,0.14867841409691632,0.08,229.0,0.14867841409691632,0.09,225.0,0.17,413.8,2.378854625550661,3.6674008810572687,4.757709251101322,10.8
Brenden Aaronson,Leeds United,MID,Attacking Creators & Finishers,0,€10.00m,10.0,0.14699877501020825,0.17,498.0,0.2939975500204165,0.13,486.7,0.3,482.8,1.837484687627603,4.7774601878317675,1.3229889750918742,7.94
Eli Junior Kroupi,AFC Bournemouth,FWD,Attacking Creators & Finishers,0,€10.00m,10.0,0.703547805171377,0.45,563.0,0.0,0.08,306.9,0.53,532.2,0.48707155742633795,3.301262778111846,2.2730006013229103,6.06
Rodrigo Gomes,Wolverhampton Wanderers,DEF,Defensive Core Players,1,€10.00m,10.0,0.2830188679245283,0.2,221.0,0.0,0.04,75.5,0.24,185.6,2.0754716981132075,3.1132075471698113,2.169811320754717,4.25
Rico Henry,Brentford,DEF,Defensive Core Players,1,€10.00m,10.0,0.0,0.01,35.0,0.1361573373676248,0.04,82.0,0.05,151.6,1.021180030257186,4.901664145234493,3.6081694402420577,4.63
Marshall Munetsi,Wolverhampton Wanderers,MID,Defensive Core Players,1,€10.00m,10.0,0.10321100917431193,0.17,196.0,0.20642201834862386,0.04,61.8,0.21,163.6,2.1674311926605507,2.064220183486239,4.025229357798166,8.26
John McGinn,Aston Villa,MID,Attacking Creators & Finishers,0,€10.00m,10.0,0.21067415730337077,0.13,309.0,0.16853932584269662,0.17,605.3,0.3,459.8,1.2219101123595506,3.75,1.348314606741573,6.32
Adrien Truffert,AFC Bournemouth,DEF,Defensive Core Players,1,€10.00m,10.0,0.026642984014209593,0.04,194.0,0.15985790408525755,0.08,574.2,0.12,857.0,2.7175843694493786,5.0088809946714035,5.301953818827709,8.02
Maxim De Cuyper,Brighton & Hove Albion,DEF,Attacking Creators & Finishers,0,€10.00m,10.0,0.12820512820512822,0.11,154.0,0.19230769230769232,0.26,516.6,0.37,327.8,1.4102564102564104,4.3589743589743595,2.6923076923076925,4.1
Harry Wilson,Fulham,MID,Attacking Creators & Finishers,0,€10.00m,10.0,0.3365744203440538,0.2,601.0,0.3029169783096485,0.16,661.1,0.36,707.2,0.9760658189977561,2.7599102468212413,2.2213911742707553,5.96
Jacob Murphy,Newcastle United,MID,Attacking Creators & Finishers,0,€10.00m,10.0,0.16811955168119552,0.17,346.0,0.112079701120797,0.15,393.7,0.32,330.8,0.896637608966376,2.6338729763387296,1.5130759651307597,5.04
Rodri,Manchester City,MID,Defensive Core Players,1,€100.00m,100.0,0.059602649006622516,0.07,122.0,0.059602649006622516,0.15,421.5,0.22,358.0,2.5033112582781456,6.377483443708609,3.3973509933774833,12.28
Daniel James,Leeds United,MID,Defensive Core Players,1,€11.00m,11.0,0.0,0.15,133.0,0.0,0.12,133.1,0.27,70.8,1.1517367458866545,3.126142595978062,1.480804387568556,5.76
Enzo Le Fée,Sunderland,MID,Attacking Creators & Finishers,0,€11.00m,11.0,0.15358361774744025,0.16,324.0,0.18430034129692832,0.18,816.4,0.34,725.8,2.733788395904437,4.699658703071672,2.36518771331058,9.8
Declan Rice,Arsenal FC,MID,Attacking Creators & Finishers,0,€110.00m,110.0,0.11639185257032007,0.09,298.0,0.2618816682832202,0.21,1027.4,0.3,827.2,2.0077594568380213,5.237633365664403,3.6954413191076623,10.94
Jordan Pickford,Everton,GKP,Goalkeepers,2,€12.00m,12.0,0.0,0.0,2.0,0.0,0.01,20.3,0.01,885.2,0.05263157894736842,8.236842105263158,1.368421052631579,0.0
Michael Kayode,Brentford,DEF,Defensive Core Players,1,€12.00m,12.0,0.027624309392265192,0.04,130.0,0.055248618784530384,0.08,470.2,0.12,613.8,1.878453038674033,4.502762430939226,4.171270718232043,6.05
James Garner,Everton,MID,Defensive Core Players,1,€12.00m,12.0,0.0527395253442719,0.06,237.0,0.18458833870495164,0.16,958.0,0.22,887.0,3.138001757984178,4.87840609434515,4.060943451508936,12.08
Igor Thiago,Brentford,FWD,Attacking Creators & Finishers,0,€12.00m,12.0,0.603290676416819,0.56,1170.0,0.027422303473491772,0.05,382.5,0.61,1019.4,1.0146252285191955,2.5502742230347346,2.3034734917733086,5.87
Lesley Ugochukwu,Burnley,MID,Defensive Core Players,1,€12.00m,12.0,0.11587982832618025,0.1,210.0,0.11587982832618025,0.02,181.5,0.12,412.2,1.9699570815450644,3.8626609442060085,2.4334763948497855,8.27
Pascal Struijk,Leeds United,DEF,Defensive Core Players,1,€12.00m,12.0,0.0,0.09,272.0,0.03066439522998296,0.02,161.5,0.11,697.4,1.1959114139693354,3.5877342419080063,7.911413969335604,9.11
Marcus Tavernier,AFC Bournemouth,MID,Attacking Creators & Finishers,0,€12.00m,12.0,0.2306002928257687,0.3,605.0,0.13177159590043924,0.15,816.6,0.45,656.8,1.2847730600292826,4.941434846266471,2.0424597364568085,8.27
Tyler Adams,AFC Bournemouth,MID,Defensive Core Players,1,€12.00m,12.0,0.10175240248728096,0.03,115.0,0.10175240248728096,0.03,158.2,0.06,387.0,2.6964386659129453,4.884115319389486,4.222724703222159,11.8
Jean-Ricner Bellegarde,Wolverhampton Wanderers,MID,Defensive Core Players,1,€12.00m,12.0,0.07263922518159806,0.08,145.0,0.07263922518159806,0.08,210.3,0.16,195.4,2.0338983050847457,3.1961259079903144,2.397094430992736,7.63
Kristoffer Ajer,Brentford,DEF,Defensive Core Players,1,€12.00m,12.0,0.0,0.03,165.0,0.09972299168975068,0.04,59.1,0.07,401.4,1.8448753462603877,2.9418282548476453,7.728531855955678,9.57
Cole Palmer,Chelsea FC,MID,Attacking Creators & Finishers,0,€120.00m,120.0,0.46059365404298874,0.49,547.0,0.09211873080859774,0.11,393.6,0.6,536.6,1.1514841351074718,3.822927328556806,1.2436028659160696,6.22
Alexander Isak,Liverpool FC,FWD,Attacking Creators & Finishers,0,€120.00m,120.0,0.38904899135446686,0.34,191.0,0.12968299711815562,0.01,39.2,0.35,146.4,0.9077809798270893,1.685878962536023,1.296829971181556,3.89
Jake O'Brien,Everton,DEF,Defensive Core Players,1,€13.00m,13.0,0.028864656831302116,0.05,206.0,0.08659397049390635,0.03,282.9,0.08,582.8,1.6452854393842207,3.2905708787684413,5.022450288646568,6.67
Andrew Robertson,Liverpool FC,DEF,Defensive Core Players,1,€13.00m,13.0,0.07725321888412016,0.08,121.0,0.0,0.11,318.8,0.19,239.8,0.927038626609442,3.0901287553648067,3.3218884120171674,4.25
Maxime Estève,Burnley,DEF,Defensive Core Players,1,€14.00m,14.0,0.0,0.02,97.0,0.0,0.02,92.5,0.04,745.4,1.3501534265257416,3.4981247869076033,8.898738493010569,10.25
Chris Rigg,Sunderland,MID,Defensive Core Players,1,€14.00m,14.0,0.11873350923482849,0.1,103.0,0.11873350923482849,0.11,142.8,0.21,114.6,1.5435356200527703,3.4432717678100264,1.7810026385224274,6.77
Jaka Bijol,Leeds United,DEF,Defensive Core Players,1,€14.00m,14.0,0.04766949152542373,0.04,243.0,0.1430084745762712,0.04,84.5,0.08,531.8,1.1917372881355932,3.003177966101695,9.247881355932204,10.44
Nico O'Reilly,Manchester City,DEF,Attacking Creators & Finishers,0,€14.00m,14.0,0.170261066969353,0.21,573.0,0.1362088535754824,0.09,413.9,0.3,653.8,2.28149829738933,3.677639046538025,3.575482406356413,5.86
Florian Wirtz,Liverpool FC,MID,Attacking Creators & Finishers,0,€140.00m,140.0,0.18955349620893008,0.26,665.0,0.15164279696714406,0.19,908.2,0.45,526.4,1.2889637742207245,4.397641112047178,0.9856781802864364,6.67
Robert Sánchez,Chelsea FC,GKP,Goalkeepers,2,€15.00m,15.0,0.0,0.0,0.0,0.029605263157894735,0.0,50.0,0.0,822.2,0.05921052631578947,8.94078947368421,0.7993421052631579,0.0
Vitaly Janelt,Brentford,MID,Defensive Core Players,1,€15.00m,15.0,0.06276150627615062,0.05,97.0,0.2510460251046025,0.14,351.8,0.19,350.4,1.6945606694560669,5.334728033472803,4.456066945606694,11.49
Olivier Boscagli,Brighton & Hove Albion,DEF,Defensive Core Players,1,€15.00m,15.0,0.0,0.01,12.0,0.11264080100125155,0.05,82.2,0.06,215.6,1.8022528160200249,6.0826032540675845,6.983729662077597,8.79
Emmanuel Agbadou,Wolverhampton Wanderers,DEF,Defensive Core Players,1,€15.00m,15.0,0.0,0.05,75.0,0.0,0.03,76.0,0.08,312.2,2.618181818181818,5.318181818181818,7.609090909090909,10.23
Ethan Ampadu,Leeds United,MID,Defensive Core Players,1,€15.00m,15.0,0.028855402372555305,0.07,166.0,0.11542160949022122,0.06,384.8,0.13,592.2,2.33728759217698,5.3093940365501755,4.357165758255851,12.0
Alex Scott,AFC Bournemouth,MID,Defensive Core Players,1,€15.00m,15.0,0.09480337078651685,0.12,314.0,0.06320224719101124,0.09,482.0,0.21,597.2,1.896067415730337,6.099016853932584,4.202949438202247,12.2
Rodrigo Muniz,Fulham,FWD,Defensive Core Players,1,€15.00m,15.0,0.0911854103343465,0.3,287.0,0.0911854103343465,0.01,93.2,0.31,113.2,0.729483282674772,1.3677811550151975,2.6443768996960486,4.74
Caoimhín Kelleher,Brentford,GKP,Goalkeepers,2,€15.00m,15.0,0.0,0.0,0.0,0.0,0.01,23.0,0.01,913.8,0.02702702702702703,8.135135135135135,1.2972972972972974,0.0
Dean Henderson,Crystal Palace,GKP,Goalkeepers,2,€15.00m,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,837.8,0.02702702702702703,8.054054054054054,1.4864864864864864,0.0
Kiernan Dewsbury-Hall,Everton,MID,Attacking Creators & Finishers,0,€15.00m,15.0,0.2738683910232027,0.15,438.0,0.2396348421453024,0.18,601.1,0.33,619.4,1.7801445416508177,4.587295549638646,1.506276150627615,7.87
Bukayo Saka,Arsenal FC,MID,Attacking Creators & Finishers,0,€150.00m,150.0,0.2840396753832281,0.31,828.0,0.40577096483318303,0.29,847.6,0.6,627.0,1.6230838593327321,4.706943192064923,1.1361587015329124,7.47
Lukas Nmecha,Leeds United,FWD,Attacking Creators & Finishers,0,€150k,,0.5070422535211268,0.61,434.0,0.08450704225352113,0.13,153.5,0.74,290.4,1.0140845070422535,2.5352112676056335,1.2676056338028168,4.82
James Hill,AFC Bournemouth,DEF,Defensive Core Players,1,€150k,,0.0,0.04,119.0,0.12844909609895339,0.05,161.7,0.09,579.4,1.669838249286394,3.168411037107517,9.462416745956233,11.13
Joe Gomez,Liverpool FC,DEF,Defensive Core Players,1,€16.00m,16.0,0.0,0.04,31.0,0.30303030303030304,0.1,77.8,0.14,122.8,1.5151515151515151,3.0303030303030303,5.454545454545455,6.97
Sean Longstaff,Leeds United,MID,Defensive Core Players,1,€16.00m,16.0,0.1794616151545364,0.11,116.0,0.1794616151545364,0.17,403.7,0.28,291.8,3.4097706879361915,3.8584247258225326,2.602193419740778,9.87
Wilson Odobert,Tottenham Hotspur,MID,Defensive Core Players,1,€16.00m,16.0,0.0,0.18,234.0,0.18518518518518517,0.11,284.3,0.29,158.8,0.9259259259259258,4.907407407407407,1.2962962962962963,7.13
Djed Spence,Tottenham Hotspur,DEF,Defensive Core Players,1,€16.00m,16.0,0.0,0.04,207.0,0.0,0.08,209.7,0.12,291.0,1.9326500732064422,4.919472913616398,3.162518301610542,5.1
Richarlison,Tottenham Hotspur,FWD,Attacking Creators & Finishers,0,€16.00m,16.0,0.5066530194472876,0.4,815.0,0.18423746161719548,0.07,239.6,0.47,602.6,1.2436028659160696,2.763561924257932,2.763561924257932,6.77
Habib Diarra,Sunderland,MID,Attacking Creators & Finishers,0,€18.00m,18.0,0.12829650748396293,0.21,234.0,0.38488952245188884,0.05,153.8,0.26,166.2,0.8980755523877406,3.0791161796151107,1.090520313613685,5.07
Crysencio Summerville,West Ham United,MID,Attacking Creators & Finishers,0,€18.00m,18.0,0.18218623481781376,0.2,546.0,0.14574898785425103,0.12,460.9,0.32,445.8,1.639676113360324,4.372469635627531,1.8218623481781377,7.83
Leandro Trossard,Arsenal FC,MID,Attacking Creators & Finishers,0,€18.00m,18.0,0.2704056084126189,0.25,541.0,0.2704056084126189,0.16,545.5,0.41,494.0,1.2168252378567852,3.605408112168252,1.171757636454682,5.99
Marcos Senesi,AFC Bournemouth,DEF,Defensive Core Players,1,€18.00m,18.0,0.0,0.04,201.0,0.1642335766423358,0.13,367.8,0.17,1114.4,1.697080291970803,4.242700729927008,9.771897810218979,11.47
Iliman Ndiaye,Everton,MID,Attacking Creators & Finishers,0,€18.00m,18.0,0.1941747572815534,0.22,578.0,0.0970873786407767,0.14,479.2,0.36,605.8,2.168284789644013,5.760517799352751,1.2297734627831716,9.16
Wilfried Gnonto,Leeds United,MID,Defensive Core Players,1,€18.00m,18.0,0.0,0.07,61.0,0.5182341650671786,0.13,129.3,0.2,85.2,3.109404990403071,4.491362763915547,2.5911708253358925,10.19
Joe Willock,Newcastle United,MID,Defensive Core Players,1,€18.00m,18.0,0.0,0.12,204.0,0.18518518518518517,0.1,205.8,0.22,145.4,1.8518518518518516,4.814814814814815,1.574074074074074,8.24
Erling Haaland,Manchester City,FWD,Attacking Creators & Finishers,0,€180.00m,180.0,0.822891974263461,0.78,1520.0,0.24381984422621064,0.08,320.1,0.86,1180.4,0.45716220792414497,1.2495767016593295,1.462919065357264,3.17
Dan Burn,Newcastle United,DEF,Defensive Core Players,1,€2.00m,2.0,0.04100227790432802,0.04,186.0,0.12300683371298406,0.01,107.3,0.05,525.8,1.6400911161731206,3.1161731207289294,7.585421412300684,9.23
Bashir Humphreys,Burnley,DEF,Defensive Core Players,1,€2.00m,2.0,0.0,0.02,101.0,0.11435832274459976,0.04,135.6,0.06,379.0,1.5438373570520967,3.9453621346886916,6.518424396442186,8.06
Zian Flemming,Burnley,FWD,Attacking Creators & Finishers,0,€2.00m,2.0,0.5612244897959183,0.41,533.0,0.0,0.02,159.5,0.43,466.0,0.8673469387755102,1.683673469387755,2.5,5.05
Josh Cullen,Burnley,MID,Defensive Core Players,1,€2.00m,2.0,0.11896893588896233,0.06,98.0,0.11896893588896233,0.08,218.1,0.14,342.0,1.9035029742233973,4.342366159947125,4.044943820224719,10.29
Fabian Schär,Newcastle United,DEF,Defensive Core Players,1,€2.50m,2.5,0.0,0.08,108.0,0.0,0.05,63.6,0.13,291.2,1.15702479338843,3.4710743801652892,8.347107438016529,9.5
William Osula,Newcastle United,FWD,Attacking Creators & Finishers,0,€2.50m,2.5,0.782608695652174,0.48,284.0,0.11180124223602485,0.07,82.6,0.55,256.6,0.670807453416149,2.571428571428571,0.2236024844720497,3.47
Will Hughes,Crystal Palace,MID,Defensive Core Players,1,€2.50m,2.5,0.0,0.06,90.0,0.057692307692307696,0.11,322.9,0.17,198.0,1.6153846153846154,3.807692307692308,3.1153846153846154,8.54
Matz Sels,Nottingham Forest,GKP,Goalkeepers,2,€2.50m,2.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,730.0,0.03374578177727784,6.647919010123735,0.8773903262092239,0.0
Ismaïla Sarr,Crystal Palace,MID,Attacking Creators & Finishers,0,€20.00m,20.0,0.37275655775425676,0.45,601.0,0.08283479061205706,0.05,269.4,0.5,479.8,0.7455131155085135,3.2719742291762537,1.6566958122411413,5.67
Matty Cash,Aston Villa,DEF,Defensive Core Players,1,€20.00m,20.0,0.08952254641909814,0.03,221.0,0.08952254641909814,0.09,510.7,0.12,643.0,1.969496021220159,2.625994694960212,3.5809018567639255,5.55
Virgil van Dijk,Liverpool FC,DEF,Defensive Core Players,1,€20.00m,20.0,0.15789473684210525,0.1,490.0,0.02631578947368421,0.04,215.9,0.14,1169.4,0.6052631578947368,2.289473684210526,8.657894736842104,9.26
Aaron Wan-Bissaka,West Ham United,DEF,Defensive Core Players,1,€20.00m,20.0,0.0,0.0,30.0,0.12980769230769232,0.04,305.6,0.04,432.0,1.4278846153846154,3.245192307692308,6.100961538461538,7.53
Ola Aina,Nottingham Forest,DEF,Defensive Core Players,1,€20.00m,20.0,0.0,0.02,58.0,0.11342155009451796,0.05,160.3,0.07,285.2,1.7580340264650285,4.593572778827977,5.614366729678639,7.37
Keane Lewis-Potter,Brentford,DEF,Attacking Creators & Finishers,0,€20.00m,20.0,0.1377551020408163,0.14,353.0,0.18367346938775508,0.12,332.2,0.26,378.2,1.0561224489795917,4.408163265306122,2.3418367346938775,3.4
Wesley Fofana,Chelsea FC,DEF,Defensive Core Players,1,€20.00m,20.0,0.0,0.04,74.0,0.10477299185098952,0.03,65.6,0.07,463.6,0.9953434225844005,4.243306169965075,9.79627473806752,10.79
Trevoh Chalobah,Chelsea FC,DEF,Defensive Core Players,1,€20.00m,20.0,0.09712230215827337,0.05,160.0,0.03237410071942446,0.03,111.2,0.08,719.2,1.1330935251798562,3.852517985611511,7.446043165467626,8.58
Donyell Malen,Aston Villa,MID,Attacking Creators & Finishers,0,€20.00m,20.0,0.5625,0.57,290.0,0.28125,0.05,99.7,0.62,183.4,0.5625,1.40625,0.28125,2.25
Daniel Muñoz,Crystal Palace,DEF,Defensive Core Players,1,€20.00m,20.0,0.15,0.09,404.0,0.15,0.15,396.6,0.24,595.0,2.6999999999999997,3.6374999999999997,4.6499999999999995,7.35
Maxence Lacroix,Crystal Palace,DEF,Defensive Core Players,1,€20.00m,20.0,0.029173419773095625,0.07,316.0,0.05834683954619125,0.02,106.4,0.09,822.0,1.7504051863857375,2.8006482982171796,9.043760129659644,10.79
Mats Wieffer,Brighton & Hove Albion,MID,Defensive Core Players,1,€20.00m,20.0,0.09468700683850605,0.09,209.0,0.1893740136770121,0.09,291.1,0.18,477.0,3.124671225670699,4.8290373487638085,4.781693845344555,12.74
Brajan Gruda,Brighton & Hove Albion,MID,Defensive Core Players,1,€20.00m,20.0,0.1271186440677966,0.24,152.0,0.1271186440677966,0.11,217.1,0.35,134.4,1.7796610169491527,5.084745762711865,0.5084745762711864,7.37
Jack Hinshelwood,Brighton & Hove Albion,MID,Attacking Creators & Finishers,0,€20.00m,20.0,0.20737327188940094,0.26,412.0,0.25921658986175117,0.12,228.0,0.38,312.6,0.9331797235023042,3.1624423963133643,1.8145161290322582,5.91
Ibrahim Sangaré,Nottingham Forest,MID,Defensive Core Players,1,€20.00m,20.0,0.08683068017366136,0.05,126.0,0.08683068017366136,0.08,205.9,0.13,434.4,2.5180897250361793,4.949348769898697,4.124457308248914,11.59
